message_id,message_text,category,urgency,channel,student_type,created_hour
MSG-00273,"Hi team, The learning platform will not load my quiz and it is due tomorrow. I already checked the student portal and could not find a clear answer.",technical_support,low,email,undergraduate,7
MSG-00274,Can you point me to the right office for a campus policy issue? not urgent. thx,general,low,email,international,19
MSG-00275,the learning platform will not load my quiz and it is due this week.,technical_support,medium,chat,international,16
MSG-00276,There is no hot water in my dorm and the work order is still pending.,housing,low,chat,international,16
MSG-00277,Can an advisor check whether I am n track to graduate????,academic_advising,medium,chat,online,1
MSG-00278,There is no hot water in my dorm and the work order is still pending,housing,medium,email,graduate,10
MSG-00279,"I am worried about a student who said they might hurt themselves. Also, the sick page is confusing. :/",health_wellness,high,web_form,international,17
MSG-00280,I need approval for an overload because this is my final semester.,academic_advising,low,web_form,international,22
MSG-00281,"Hi team, I need help setting up a payment plan before classes start I am stuck I already checked the student portal and could not find a clear answer",financial_aid,medium,chat,graduate,6
MSG-00282,I need to request housing accommodation documentation review.!!,housing,low,web_form,undergraduate,10
MSG-00283,"i need approval for an overload because this is my final semester. also, the degree audit page is confusing. :/",academic_advising,low,email,graduate,17
MSG-00284,"there is no hot water in my dorm and the work order is still pending also, the roommate page is confusing",housing,low,chat,graduate,22
MSG-00285,I want to change majors and need to know the next step thx,academic_advising,medium,chat,online,15
MSG-00286,I need to drp a course before the deadline but the button is missing.,registration,low,chat,graduate,16
MSG-00287,My aid package still has not posted and tuition is due tomorrow.,financial_aid,high,chat,international,17
MSG-00288,"Hi team, My campus login keeps filing even after I reset my password. I already checked the student portal and could not find a clear answer.",technical_support,low,chat,online,20
MSG-00289,"The learning platform will not load my quiz and it is due tomorrow. Also, the email page is confusing.",technical_support,low,chat,online,22
MSG-00290,"Hi, I am not sure who to contact about this question. Also, the information page is confusing.",general,low,email,online,22
MSG-00291,"I want to change majors and need to know the next step. Also, the credits page is confusing. I am stuck.",academic_advising,medium,email,graduate,0
MSG-00292,"I need help setting up a payment plan before classes start. Also, the FAFSA page is confusing.",financial_aid,low,chat,online,11
MSG-00293,I cannot register for CHEM 110 because there is a hold on my account. thx,registration,medium,email,graduate,23
MSG-00294,"I cannot access email from my phone after the security update. Also, the Canvas page is confusing. pls",technical_support,high,email,online,14
MSG-00295,"I need approval for an overload because this is my final semester. Also, the degree audit page is confusing.",academic_advising,low,web_form,international,23
MSG-00296,"Hi team, My campus login keeps failing even after I reset my password. Also, the portal page is confusing. I already checked the student portal and could not find a clear answer.",technical_support,low,email,international,22
MSG-00297,I cannot register for ENG 201 because there is a hold on my account. not urgent.,registration,low,web_form,international,1
MSG-00298,My campus login keeps failing even after I reset my password.,technical_support,medium,chat,undergraduate,9
MSG-00299,I have a question about student services and could use guidance. :/,general,low,web_form,graduate,23
MSG-00300,"Hi team, I cannot access email from my phone after the security update Also, the Canvas page is confusing today if possible I already checked the student portal and could not find a clear answer",technical_support,medium,web_form,undergraduate,1
MSG-00301,Can you point me to the right office for a campus policy issue? soon.,general,medium,chat,undergraduate,20
MSG-00302,can i move rooms bc the noise is affecting my sleep? deadline is tonight.,housing,high,chat,graduate,20
MSG-00303,confused about this,academic_advising,low,chat,graduate,22
MSG-00304,"Hi team, I cannot register for CHEM 110 because there is a hold on my account. I already checked the student portal and could not find a clear answer.",registration,medium,web_form,international,10
MSG-00305,"Hi team, My campus login keeps failing even after I reset my password. I already checked the student portal and could not find a clear answer.",technical_support,medium,web_form,international,15
MSG-00306,"Hi team, Can someone explain why my scholarship disappeared from the bill? I already checked the student portal and could not find a clear answer.",financial_aid,medium,email,undergraduate,10
MSG-00307,My aid package still has not posted and tuition is due tomorrow.???,financial_aid,medium,email,online,19
MSG-00308,Can someone explain why my scholarship disapeared from teh bill? soon.,financial_aid,medium,chat,international,23
MSG-00309,"The learning platform will not load my quiz and it is due tonight Also, the Canvas page is confusing when you have time",technical_support,low,email,online,5
MSG-00310,My aid package still has not posted and tuition is due tonight.,financial_aid,medium,chat,graduate,5
MSG-00311,Can an advisor check whether I am on track to graduate?,academic_advising,low,web_form,graduate,14
MSG-00312,"I tested positive and need to know what to do aboutattendance. Also, teh safety page is confusing.",health_wellness,high,chat,undergraduate,3
MSG-00313,"The learning platform will not load my quiz and it is due tomorrow. Also, the Canvas page is confusing.",technical_support,high,chat,graduate,3
MSG-00314,The waitlist says open but the system will not let me add the class. soon.,registration,medium,chat,international,6
